# log(M200)  pcc  
   15.833025     0.385912
   15.583204     0.315607
   15.112541     0.784126
   15.701411     0.456104
   15.788173     0.383326
   13.448211     0.867965
   12.118351     0.912627
   14.531033     0.573003
   14.976939     0.713935
   12.669486     0.347982
   15.833025     0.385912
   15.495135     0.286511
   15.112541     0.784126
   15.701411     0.456104
   15.788173     0.383326
   13.448211     0.867965
   12.118351     0.912627
   14.531033     0.573003
   14.976939     0.713935
   12.988096     0.560729
   15.615994     0.429781
   15.495135     0.286511
   15.112541     0.784126
   15.701411     0.456104
   15.788173     0.383326
   13.427279     0.853988
   12.138087     0.909849
   14.531033     0.573003
   14.362760     0.775818
   12.988096     0.560729
   15.568356     0.461197
   15.495135     0.286511
   14.775360     0.984149
   15.701411     0.456104
   15.788173     0.383326
   13.427279     0.853988
   12.138087     0.909849
   14.531033     0.573003
   14.253189     0.823164
   12.988096     0.560729
   15.568356     0.461197
   15.235612     0.398652
   14.775360     0.984149
   15.701411     0.456104
   15.788173     0.383326
   13.427279     0.853988
   12.138087     0.909849
   14.387781     0.331942
   14.253189     0.823164
   12.988096     0.560729
   15.535857     0.455088
   15.235612     0.398652
   14.775360     0.984149
   15.542346     0.436485
   15.788173     0.383326
   13.427279     0.853988
   12.138087     0.909849
   14.202513     0.432638
   14.253189     0.823164
   12.988096     0.560729
   15.481187     0.452200
   14.762232     0.414225
   14.773187     0.889839
   15.542346     0.436485
   15.788173     0.383326
   13.427279     0.853988
   13.226904     0.758448
   14.202513     0.432638
   14.047581     0.988339
   13.278479     0.620967
   15.226520     0.509337
   14.762232     0.414225
   14.772969     0.880359
   15.542346     0.436485
   15.788173     0.383326
   13.427279     0.853988
   13.226904     0.758448
   14.120516     0.477204
   14.047581     0.988339
   13.278479     0.620967
   15.226520     0.509337
   14.762232     0.414225
   14.315725     0.871399
   15.542346     0.436485
   15.391617     0.514773
   13.349775     0.817034
   13.226904     0.758448
   14.120516     0.477204
   14.047581     0.988339
   13.278479     0.620967
   15.226520     0.509337
   14.762232     0.414225
   14.315725     0.871399
   15.542346     0.436485
   15.329140     0.512716
   13.349775     0.817034
   13.198127     0.767505
   14.120516     0.477204
   14.051418     0.961449
   13.278479     0.620967
   14.824470     0.509693
   14.532331     0.591215
   14.315725     0.871399
   15.542346     0.436485
   14.456100     0.617099
   13.323591     0.811644
   13.198127     0.767505
   13.925557     0.510490
   14.051418     0.961449
   13.278479     0.620967
   14.824470     0.509693
   14.532331     0.591215
   14.315725     0.871399
   15.542346     0.436485
   14.456100     0.617099
   13.323591     0.811644
   13.198127     0.767505
   13.925557     0.510490
   14.051418     0.961449
   13.278479     0.620967
   14.824470     0.509693
   14.532331     0.591215
   14.315725     0.871399
   15.542346     0.436485
   14.456100     0.617099
   13.323591     0.811644
   13.198127     0.767505
   13.699584     0.465082
   14.051418     0.961449
   13.278479     0.620967
   14.824470     0.509693
   14.532331     0.591215
   14.013240     0.671924
   15.104124     0.515977
   14.306986     0.660576
   13.323591     0.811644
   13.198127     0.767505
   13.699584     0.465082
   14.051418     0.961449
   13.278479     0.620967
   14.192105     0.555208
   14.532331     0.591215
   14.013240     0.671924
   15.104124     0.515977
   14.079096     0.701914
   13.273619     0.821769
   13.198127     0.767505
   13.699584     0.465082
   14.051418     0.961449
   13.278479     0.620967
   14.125245     0.586002
   14.413656     0.578656
   14.013240     0.671924
   15.094489     0.516852
   14.099882     0.506999
   13.269788     0.980003
   13.198127     0.767505
   12.748570     0.430621
   14.051418     0.961449
   13.221314     0.628899
   13.554672     0.521604
   14.413656     0.578656
   14.007171     0.676580
   14.999067     0.514025
   14.093525     0.487195
   13.269788     0.980003
   13.217589     0.825214
   12.748570     0.430621
   14.051418     0.961449
   13.221314     0.628899
   13.325062     0.442965
   13.887892     0.636701
   14.007171     0.676580
   14.985318     0.515542
   14.093525     0.487195
   13.269788     0.980003
   13.292808     0.809709
   12.748570     0.430621
   14.051418     0.961449
   13.171438     0.637002
   13.325062     0.442965
   13.832710     0.618252
   14.007171     0.676580
   14.985318     0.515542
   14.093525     0.487195
   13.269788     0.980003
   13.274110     0.796685
   12.748570     0.430621
   13.971622     0.932028
   13.171438     0.637002
   13.325062     0.442965
   13.764885     0.465048
   13.933677     0.837763
   14.985318     0.515542
   14.093525     0.487195
   13.269788     0.980003
   13.274110     0.796685
   12.942701     0.525367
   13.971622     0.932028
   13.194305     0.672566
   13.325062     0.442965
   13.764885     0.465048
   13.933677     0.837763
   14.751457     0.587197
   13.751096     0.467486
   13.269788     0.980003
   13.274110     0.796685
   12.946926     0.525227
   13.969119     0.941164
   13.190146     0.679869
   13.325062     0.442965
   13.759600     0.465983
   13.445085     0.683010
   14.415735     0.575668
   13.751096     0.467486
   13.269788     0.980003
   13.274110     0.796685
   12.946926     0.525227
   13.715896     0.864133
   13.212528     0.711009
   13.305369     0.634303
   13.759600     0.465983
   13.432222     0.692070
   13.980288     0.522687
   13.751096     0.467486
   13.269788     0.980003
   13.274110     0.796685
   12.946926     0.525227
   13.542660     0.909129
   13.212528     0.711009
   13.386381     0.567370
   13.759600     0.465983
   13.040733     0.813061
   13.668552     0.619031
   13.751096     0.467486
   13.269788     0.980003
   13.326249     0.818516
   12.946926     0.525227
   13.542660     0.909129
   13.212528     0.711009
   13.362819     0.643547
   13.759600     0.465983
   13.040733     0.813061
   13.531650     0.661341
   13.751096     0.467486
   13.134406     0.789307
   13.312086     0.807564
   12.946926     0.525227
   13.509669     0.899446
   13.212528     0.711009
   13.362819     0.643547
   13.698207     0.470458
   13.040733     0.813061
   13.498811     0.653696
   13.650159     0.513255
   13.247563     0.948697
   13.298635     0.807837
   12.946926     0.525227
   13.509669     0.899446
   13.252029     0.749319
   13.362819     0.643547
   13.681381     0.485445
   13.098168     0.823642
   13.441322     0.706677
   13.650159     0.513255
   13.247563     0.948697
   13.308710     0.780049
   13.041106     0.547150
   13.509669     0.899446
   13.252949     0.748441
   13.383294     0.624280
   13.681381     0.485445
   13.192102     0.804193
   13.441322     0.706677
   13.650159     0.513255
   13.247563     0.948697
   13.278351     0.863782
   13.249030     0.703481
   13.509669     0.899446
   13.252949     0.748441
   13.254558     0.630150
   13.681381     0.485445
   13.192102     0.804193
   13.303531     0.780983
   13.613590     0.613779
   13.247563     0.948697
   13.278351     0.863782
   13.210463     0.726230
   13.416673     0.916921
   13.256780     0.750444
   13.289186     0.618410
   13.558067     0.593265
   13.212354     0.856960
   13.326335     0.795879
   13.613590     0.613779
   13.245434     0.965596
   13.278351     0.863782
   13.210390     0.721138
   13.370043     0.868370
   13.246469     0.792453
   13.271589     0.429021
   13.452098     0.694306
   13.214014     0.971724
   13.326335     0.795879
   13.478817     0.615703
   13.245434     0.965596
   13.297733     0.803832
   13.189421     0.707621
   13.308923     0.830822
   13.172313     0.848865
   13.280760     0.573649
   13.452098     0.694306
   13.237787     0.747639
   13.326335     0.795879
   13.399002     0.715223
   13.245434     0.965596
   13.238147     0.865736
   13.205507     0.702512
   13.297743     0.841482
   13.172313     0.848865
   13.293812     0.605168
   13.452098     0.694306
   13.294727     0.659607
   13.354312     0.751257
   13.399002     0.715223
   13.245434     0.965596
   13.231460     0.890098
   13.179309     0.571504
   13.272935     0.900345
   13.172313     0.848865
   13.291243     0.598963
   13.431794     0.689829
   13.297156     0.701874
   13.339944     0.716561
   13.399002     0.715223
   13.209572     0.908347
   13.226826     0.795114
   13.217334     0.600530
   13.272935     0.900345
   13.180072     0.861252
   13.277980     0.639349
   13.431794     0.689829
   13.274909     0.732157
   13.339944     0.716561
   13.399002     0.715223
   13.206837     0.926294
   13.226826     0.795114
   13.195897     0.586809
   13.272935     0.900345
   13.180072     0.861252
   13.277980     0.639349
   13.372693     0.751953
   13.274909     0.732157
   13.325947     0.731297
   13.399002     0.715223
   13.206837     0.926294
   13.232031     0.830166
   13.232792     0.610424
   13.272935     0.900345
   13.154683     0.799556
   13.351927     0.543265
   13.372693     0.751953
   13.253879     0.792132
   13.306283     0.723385
   13.374699     0.750911
   13.206837     0.926294
   13.231332     0.831764
   13.238871     0.589430
   13.303431     0.888372
   13.192102     0.750935
   13.351927     0.543265
   13.365413     0.678793
   13.235379     0.779795
   13.262293     0.896977
   13.374699     0.750911
   13.217486     0.814312
   13.171794     0.974196
   13.238871     0.589430
   13.303431     0.888372
   13.246467     0.680295
   13.351927     0.543265
   13.307281     0.767485
   13.222170     0.820180
   13.253495     0.931696
   13.374699     0.750911
   13.216099     0.812572
   13.181323     0.936692
   13.238871     0.589430
   13.304425     0.857173
   13.260565     0.624807
   13.351927     0.543265
   13.289571     0.771838
   13.205003     0.869145
   13.251755     0.925504
   13.374699     0.750911
   13.191664     0.735183
   13.165184     0.982726
   13.248708     0.493041
   13.325921     0.715122
   13.260565     0.624807
   13.351927     0.543265
   13.295848     0.814666
   13.207423     0.893447
   13.251755     0.925504
   13.374699     0.750911
   13.203141     0.721438
   13.173245     0.965688
   13.249025     0.495205
   13.250136     0.841293
   13.260565     0.624807
   13.336227     0.400107
   13.282301     0.818739
   13.199576     0.968561
   13.251196     0.837338
   13.374699     0.750911
   13.192117     0.693324
   13.228572     0.834890
   13.249025     0.495205
   13.286531     0.934114
   13.286413     0.455085
   13.341777     0.393981
   13.270472     0.800617
   13.199576     0.968561
   13.266803     0.826416
   13.374699     0.750911
   13.178043     0.659017
   13.226473     0.844567
   13.257514     0.594544
   13.290564     0.981317
   13.289621     0.436113
   13.344983     0.375698
   13.270887     0.799473
   13.212912     0.940365
   13.266803     0.826416
   13.361989     0.703883
   13.178043     0.659017
   13.262886     0.821559
   13.257514     0.594544
   13.302299     0.850727
   13.289621     0.436113
   13.339406     0.410362
   13.278456     0.840255
   13.212912     0.940365
   13.262384     0.818083
   13.361989     0.703883
   13.178043     0.659017
   13.261693     0.820080
   13.247403     0.672938
   13.296910     0.674491
   13.289621     0.436113
   13.339406     0.410362
   13.278456     0.840255
   13.234382     0.842183
   13.262384     0.818083
   13.425436     0.603238
   13.169958     0.671477
   13.261693     0.820080
   13.255167     0.714771
   13.271768     0.671218
   13.294755     0.368506
   13.339406     0.410362
   13.278456     0.840255
   13.205528     0.960818
   13.259397     0.775328
   13.364969     0.665909
   13.129215     0.734260
   13.259916     0.791400
   13.252785     0.726580
   13.268658     0.697385
   13.288068     0.456558
   13.343222     0.394880
   13.261958     0.828538
   13.205528     0.960818
   13.267725     0.746652
   13.364969     0.665909
   13.173378     0.664225
