# log(M200)  pcc  
   13.262390     0.472327
   12.869532     0.411693
   13.915615     0.770597
   14.717920     0.702536
   11.961579     0.601441
   14.538789     0.991359
   15.436902     0.540890
   14.437071     0.585942
   14.938233     0.545437
   15.978878     0.972465
   13.262390     0.472327
   12.869532     0.411693
   13.771009     0.719370
   14.503441     0.855476
   11.961579     0.601441
   14.538789     0.991359
   14.209586     0.479128
   14.382953     0.366162
   14.938233     0.545437
   15.843620     0.959973
   13.398045     0.538216
   12.869532     0.411693
   13.753218     0.710728
   14.503441     0.855476
   12.715441     0.676783
   14.538789     0.991359
   14.209586     0.479128
   14.355104     0.254439
   14.194055     0.541948
   15.138709     0.830021
   13.398045     0.538216
   12.939005     0.435202
   13.753218     0.710728
   14.427915     0.778939
   12.715441     0.676783
   14.538789     0.991359
   14.209586     0.479128
   14.355104     0.254439
   14.194055     0.541948
   14.679727     0.753077
   13.368817     0.531657
   12.939005     0.435202
   13.753218     0.710728
   14.394012     0.713987
   12.715441     0.676783
   14.538789     0.991359
   14.209586     0.479128
   13.620677     0.443612
   14.194055     0.541948
   14.679727     0.753077
   13.368817     0.531657
   12.939005     0.435202
   13.753218     0.710728
   14.394012     0.713987
   12.715441     0.676783
   14.538789     0.991359
   14.187233     0.466103
   13.774372     0.497347
   14.042965     0.525891
   14.643531     0.731986
   13.484701     0.505917
   13.318200     0.466352
   13.753218     0.710728
   14.233747     0.713172
   12.715441     0.676783
   14.219628     0.936295
   14.187233     0.466103
   13.774372     0.497347
   13.888937     0.374690
   14.471133     0.631531
   13.484701     0.505917
   13.318200     0.466352
   13.753218     0.710728
   13.914084     0.626995
   13.080894     0.584422
   14.219628     0.936295
   14.180287     0.462056
   13.774372     0.497347
   13.812245     0.399587
   14.471133     0.631531
   13.484701     0.505917
   13.318200     0.466352
   13.744337     0.800304
   13.914084     0.626995
   13.170940     0.566916
   14.219628     0.936295
   13.845579     0.483162
   13.774372     0.497347
   13.805351     0.400518
   14.471133     0.631531
   13.553357     0.512837
   13.476431     0.471396
   13.755585     0.709363
   13.914084     0.626995
   13.170940     0.566916
   14.174901     0.878236
   13.829543     0.486356
   13.781995     0.495829
   13.802727     0.395129
   14.279075     0.585978
   13.553357     0.512837
   13.476431     0.471396
   13.753458     0.726563
   13.914084     0.626995
   13.170940     0.566916
   14.174901     0.878236
   13.829543     0.486356
   13.781409     0.500565
   13.802727     0.395129
   14.217582     0.574826
   13.553357     0.512837
   13.476431     0.471396
   13.753458     0.726563
   13.914084     0.626995
   13.170940     0.566916
   14.173564     0.876949
