# log(M200)  pcc  
   15.940944     0.471426
   13.802941     0.645585
   13.957436     0.474913
   15.044718     0.454431
   13.427620     0.673185
   14.634447     0.568544
   13.347932     0.370361
   15.476021     0.363660
   14.637018     0.491224
   11.807664     0.457967
   15.787657     0.469311
   14.240800     0.570558
   14.404460     0.466492
   14.902944     0.457101
   13.427620     0.673185
   14.635397     0.539963
   13.084020     0.360075
   15.476021     0.363660
   14.637752     0.469127
   11.807664     0.457967
   15.787657     0.469311
   14.240800     0.570558
   14.508910     0.456468
   14.474128     0.519908
   13.427620     0.673185
   14.431715     0.603045
   13.037891     0.318039
   15.476021     0.363660
   14.229998     0.537884
   11.807664     0.457967
   15.337447     0.464789
   14.123288     0.620564
   14.508910     0.456468
   14.914667     0.223258
   13.775597     0.990284
   14.431715     0.603045
   13.037891     0.318039
   15.476021     0.363660
   14.229998     0.537884
   11.234100     0.523206
   15.337447     0.464789
   13.978200     0.628805
   14.508910     0.456468
   14.914667     0.223258
   13.775597     0.990284
   14.431715     0.603045
   13.397577     0.351887
   15.476021     0.363660
   14.229998     0.537884
   11.234100     0.523206
   15.337447     0.464789
   14.015848     0.646761
   14.585172     0.395887
   14.914667     0.223258
   14.178206     0.719176
   14.558761     0.567360
   14.213793     0.399392
   15.184314     0.391654
   14.283377     0.510745
   11.866108     0.471700
   15.187840     0.497619
   14.308258     0.508984
   14.585172     0.395887
   14.914667     0.223258
   14.178206     0.719176
   14.216499     0.898270
   14.121192     0.291962
   15.184314     0.391654
   14.242824     0.591114
   12.925319     0.488809
   14.955816     0.458017
   14.266693     0.508378
   14.563925     0.391128
   14.670872     0.387425
   14.178206     0.719176
   14.427648     0.694123
   14.139643     0.430220
   14.960535     0.420119
   14.242824     0.591114
   12.659778     0.468190
   14.955816     0.458017
   14.266693     0.508378
   14.337033     0.352402
   14.672331     0.386988
   14.188724     0.694119
   14.427648     0.694123
   14.099323     0.367348
   14.832091     0.405354
   14.247147     0.597854
   13.094488     0.479062
   14.846803     0.465984
   14.512320     0.490427
   14.400642     0.359206
   14.672331     0.386988
   13.973710     0.694115
   14.549626     0.708997
   13.695511     0.353508
   14.832091     0.405354
   14.311550     0.583691
   12.869251     0.504103
   14.712646     0.454312
   14.770916     0.388581
   14.476470     0.366960
   14.650700     0.399141
   14.120631     0.644691
   14.549626     0.708997
   13.848247     0.379111
   14.782792     0.400031
   14.373075     0.555111
   11.536385     0.590675
   14.665221     0.470158
   14.517382     0.385979
   14.554005     0.395637
   14.650700     0.399141
   13.970233     0.622146
   14.546172     0.685091
   13.778479     0.240110
   14.504080     0.393792
   14.391987     0.561453
   11.536385     0.590675
   14.665221     0.470158
   14.517382     0.385979
   14.470749     0.401018
   14.650700     0.399141
   13.560192     0.846242
   14.546172     0.685091
   13.778479     0.240110
   14.395326     0.389824
   14.391987     0.561453
   12.092001     0.569274
   14.659290     0.441154
   14.527765     0.387004
   14.493142     0.300151
   14.684203     0.378121
   13.364458     0.953215
   14.546172     0.685091
   13.904350     0.264786
   14.395326     0.389824
   14.442113     0.530005
   12.092001     0.569274
   14.729992     0.288689
   14.488704     0.389222
   14.493142     0.300151
   14.554817     0.383363
   13.523228     0.833662
   14.546534     0.685700
   14.218146     0.310390
   14.395326     0.389824
   14.450575     0.524696
   11.927479     0.582092
   14.778858     0.268329
   14.593689     0.345480
   14.409589     0.304194
   14.538346     0.405695
   13.863012     0.720455
   14.546380     0.680416
   14.242505     0.309357
   14.409319     0.397193
   14.471083     0.496891
   11.355795     0.646098
   14.782487     0.266585
   14.574242     0.366638
   14.409589     0.304194
   14.531530     0.413111
   13.863012     0.720455
   14.536740     0.788971
   14.242505     0.309357
   14.349935     0.417901
   14.512268     0.625947
   11.599123     0.648715
   14.805708     0.251773
   14.590187     0.349289
   14.420817     0.282795
   14.501432     0.445859
   13.863012     0.720455
   14.536740     0.788971
   14.242505     0.309357
   14.358498     0.401580
   14.394777     0.782196
   11.373401     0.670116
   14.805708     0.251773
   14.590187     0.349289
   14.370895     0.286818
   14.501432     0.445859
   14.162367     0.591697
   14.488114     0.641738
   14.302697     0.298790
   14.358498     0.401580
   14.389957     0.767228
   11.256574     0.685055
   14.805708     0.251773
   14.631959     0.262099
   14.358285     0.288012
   14.501432     0.445859
   14.256302     0.664145
   14.430467     0.467192
   14.302697     0.298790
   14.467173     0.346149
   14.389957     0.767228
   12.848461     0.567708
   14.805708     0.251773
   14.631959     0.262099
   14.402304     0.279477
   14.477815     0.513944
   14.230248     0.652646
   14.500663     0.395742
   14.302697     0.298790
   14.467173     0.346149
   14.403222     0.728986
   11.421942     0.419733
   14.805708     0.251773
   14.631959     0.262099
   14.402304     0.279477
   14.531528     0.426186
   14.293067     0.516400
   14.500663     0.395742
   14.372679     0.344391
   14.443361     0.320048
   14.601721     0.493634
   11.421942     0.419733
   14.653344     0.280482
   14.754574     0.224425
   14.402304     0.279477
   14.530191     0.425174
   13.910708     0.758301
   14.500663     0.395742
   14.340454     0.345214
   14.443361     0.320048
   14.559445     0.447293
   11.421942     0.419733
   14.678278     0.266675
   14.754574     0.224425
   14.402304     0.279477
   14.530191     0.425174
   13.910708     0.758301
   14.492398     0.384824
   14.281886     0.329946
   14.297817     0.353116
   14.568788     0.454357
   12.606181     0.580835
   14.678278     0.266675
   14.754574     0.224425
   14.455359     0.335208
   14.407960     0.534531
   13.788258     0.877570
   14.407181     0.436960
   14.281886     0.329946
   14.367017     0.378970
   14.568788     0.454357
   13.351750     0.480470
   14.758000     0.216599
   14.754574     0.224425
   14.455359     0.335208
   14.407960     0.534531
   13.664089     0.944896
   14.407181     0.436960
   14.281886     0.329946
   14.367017     0.378970
   14.644453     0.359279
   13.704722     0.498537
   14.758000     0.216599
   14.774286     0.206789
   14.455359     0.335208
   14.453338     0.493932
   13.664089     0.944896
   14.119999     0.617348
   14.239240     0.339466
   14.404587     0.363989
   14.669370     0.327969
   13.704722     0.498537
   14.758000     0.216599
   14.744725     0.219358
   14.470121     0.326840
   14.546499     0.561145
   13.800604     0.854008
   14.179940     0.585774
   14.360698     0.310606
   14.294002     0.210356
   14.669370     0.327969
   13.661754     0.495341
   14.796046     0.217111
   14.821126     0.201205
   14.377524     0.326315
   14.545855     0.562255
   13.883005     0.804114
   14.175732     0.589594
   14.526395     0.271236
   14.388212     0.341990
   14.669370     0.327969
   13.661754     0.495341
   14.796046     0.217111
   14.778522     0.265683
   14.398905     0.318404
   14.584441     0.559405
   13.842666     0.862214
   14.304708     0.451448
   14.526395     0.271236
   14.516201     0.224916
   14.619900     0.371262
   14.190532     0.361189
   14.797170     0.213995
   14.684158     0.282852
   14.409946     0.332745
   14.652118     0.449518
   13.842666     0.862214
   14.367508     0.431455
   14.533397     0.303052
   14.516201     0.224916
   14.608246     0.354816
   14.317360     0.308119
   14.736174     0.232074
   14.678938     0.310006
   14.338729     0.349875
   14.626735     0.442941
   14.054468     0.718376
   14.421404     0.389738
   14.491654     0.301058
   14.448556     0.227545
   14.744842     0.265139
   14.270993     0.336595
   14.760507     0.232457
   14.692388     0.291693
   14.405213     0.371358
   14.679048     0.364188
   14.140289     0.662033
   14.415851     0.401387
   14.491654     0.301058
   14.498348     0.228329
   14.744842     0.265139
   14.270993     0.336595
   14.676018     0.290976
   14.748342     0.309557
   14.408232     0.309713
   14.620427     0.458986
   14.399779     0.482306
   14.370886     0.501399
   14.513028     0.283676
   14.493689     0.228256
   14.696528     0.295546
   14.305309     0.351944
   14.709709     0.302566
   14.748342     0.309557
   14.326469     0.311651
   14.634803     0.485158
   14.353772     0.643650
   14.374686     0.498997
   14.458138     0.277639
   14.497842     0.222488
   14.696528     0.295546
   14.305309     0.351944
   14.709709     0.302566
   14.748342     0.309557
   14.332145     0.233017
   14.634803     0.485158
   14.337218     0.544007
   14.298326     0.701542
   14.284187     0.264572
   14.438567     0.201885
   14.677901     0.294147
   14.287751     0.344845
   14.698013     0.301522
   14.748342     0.309557
   14.274239     0.222368
   14.634803     0.485158
   14.054349     0.599945
   14.132822     0.807976
   14.274038     0.263666
   14.438567     0.201885
   14.658935     0.287192
   14.278107     0.306015
   14.698013     0.301522
   14.748342     0.309557
   14.274239     0.222368
   14.634803     0.485158
   14.049456     0.602214
   13.921689     0.997167
   14.375572     0.272731
   14.511463     0.230103
   14.592919     0.321313
   14.018637     0.318840
   14.693001     0.316084
   14.748342     0.309557
   14.274239     0.222368
   14.634803     0.485158
   14.257837     0.509564
   14.034336     0.897698
   14.411873     0.276318
   14.521754     0.251385
   14.459616     0.390214
   14.008561     0.226199
   14.686706     0.313705
   14.714844     0.337150
   14.316127     0.282389
   14.634803     0.485158
   14.423321     0.435988
   14.100794     0.818814
   14.460370     0.286055
   14.521754     0.251385
   14.470638     0.396187
   14.011293     0.297369
   14.663632     0.389927
   14.714496     0.337509
   14.335255     0.309797
   14.634803     0.485158
   14.374406     0.365898
   14.100794     0.818814
   14.456662     0.246279
   14.521754     0.251385
   14.478792     0.395923
   14.011293     0.297369
   14.740949     0.358382
   14.714496     0.337509
   14.324501     0.294389
   14.538418     0.441015
   14.425895     0.389479
   14.371706     0.612377
   14.477946     0.247948
   14.521754     0.251385
   14.495196     0.340736
   13.861527     0.298794
   14.827676     0.298724
   14.714496     0.337509
   14.424958     0.287010
   14.557127     0.430017
   14.425004     0.390966
   14.271697     0.681172
   14.489193     0.283854
   14.521754     0.251385
   14.492765     0.317706
   13.987950     0.319108
   14.785726     0.301101
   14.649188     0.370889
   14.424958     0.287010
   14.555825     0.425650
   14.447403     0.397586
   14.351959     0.618879
   14.490645     0.283783
   14.511121     0.275711
   14.497663     0.306501
   14.094362     0.337284
   14.813112     0.287104
   14.668998     0.311598
   14.503143     0.275120
   14.598739     0.523692
   14.484564     0.407205
   14.508982     0.790531
   14.299390     0.281813
   14.511121     0.275711
   14.505046     0.309639
   14.094362     0.337284
   14.602904     0.285901
   14.721725     0.302636
   14.503143     0.275120
   14.393176     0.750556
   14.484564     0.407205
   14.468210     0.776457
   14.317529     0.284268
   14.403651     0.261972
   14.505046     0.309639
   14.210109     0.358025
   14.655073     0.291538
   14.720745     0.303972
   14.420978     0.264226
   14.537492     0.553806
   14.583528     0.424938
   14.541359     0.801708
   14.447563     0.353034
   14.449704     0.268072
   14.570927     0.340610
   14.201820     0.346923
   14.677299     0.295746
   14.720745     0.303972
   14.420978     0.264226
   14.501994     0.465581
   14.583528     0.424938
   14.541359     0.801708
   14.447563     0.353034
   14.486007     0.289795
   14.510679     0.355344
   13.895534     0.372273
   14.655231     0.291568
   14.720745     0.303972
   14.411091     0.220085
   14.332168     0.443869
   14.574071     0.422540
   14.626665     0.565014
   14.373145     0.371592
   14.473252     0.272118
   14.569169     0.341040
   13.588083     0.348738
   14.655231     0.291568
   14.745155     0.307114
   14.432734     0.238202
   14.332168     0.443869
   14.523037     0.504897
   14.608264     0.616070
   14.432279     0.362375
   14.473252     0.272118
   14.586486     0.462863
   13.588083     0.348738
   14.655231     0.291568
   14.817445     0.221514
   14.476169     0.357392
   14.272757     0.492232
   14.529421     0.588343
   14.597511     0.690365
   14.435225     0.359958
   14.507415     0.300716
   14.648091     0.422051
   13.753896     0.342773
   14.578360     0.319826
   14.732105     0.330203
   14.476169     0.357392
   14.121805     0.615130
   14.519957     0.600397
   14.576251     0.665701
   14.429134     0.342675
   14.507415     0.300716
   14.649544     0.414342
   13.944502     0.358004
   14.567399     0.326916
   14.732105     0.330203
   14.486128     0.339328
   14.121805     0.615130
   14.527787     0.555257
   14.559741     0.701240
   14.429134     0.342675
   14.520919     0.276222
   14.649544     0.414342
   14.166491     0.451510
