# log(M200)  pcc  
   14.416787     0.608744
   14.543350     0.534510
   15.277153     0.314340
   13.360282     0.483773
   13.077506     0.633026
   15.677594     0.624967
   13.958907     0.581059
   11.816838     0.558923
   13.289809     0.891742
   15.335584     0.599641
   14.432366     0.609686
   14.543350     0.534510
   14.994690     0.399090
   13.360282     0.483773
   12.821362     0.768223
   15.430669     0.621937
   14.198855     0.582942
   12.391796     0.568758
   13.437788     0.930761
   15.040305     0.577775
   14.169366     0.604411
   14.547184     0.533971
   14.991994     0.388531
   13.457132     0.489192
   12.549018     0.750845
   15.030270     0.616373
   14.198855     0.582942
   11.628871     0.625739
   13.871482     0.835231
   15.040305     0.577775
   14.169366     0.604411
   14.547184     0.533971
   14.991994     0.388531
   13.457132     0.489192
   13.144714     0.662498
   14.503488     0.715865
   14.417815     0.578343
   12.384501     0.613156
   13.871482     0.835231
   14.926447     0.567661
   14.169366     0.604411
   14.547184     0.533971
   14.991994     0.388531
   13.480006     0.476504
   12.960022     0.764951
   14.503488     0.715865
   14.417815     0.578343
   11.972695     0.615173
   14.043027     0.754570
   14.941459     0.526634
   14.242362     0.517653
   14.547184     0.533971
   14.991994     0.388531
   13.480006     0.476504
   12.913093     0.774001
   14.490434     0.770204
   14.366258     0.495583
   11.350749     0.590428
   14.043027     0.754570
   14.883238     0.523491
   14.242362     0.517653
   14.547184     0.533971
   14.759888     0.428511
   13.480006     0.476504
   13.699304     0.626920
   14.490434     0.770204
   14.366258     0.495583
   11.350749     0.590428
   14.043027     0.754570
   14.883238     0.523491
   14.407406     0.489224
   14.547184     0.533971
   14.677703     0.469258
   13.707633     0.588925
   13.699304     0.626920
   14.133694     0.705594
   14.352623     0.497690
   12.320616     0.605498
   14.399473     0.656539
   14.883238     0.523491
   14.374379     0.515332
   14.486050     0.527377
   14.581826     0.533795
   13.707633     0.588925
   13.699304     0.626920
   14.133694     0.705594
   14.352623     0.497690
   11.903486     0.618898
   14.399473     0.656539
   14.883238     0.523491
   14.374379     0.515332
   14.486050     0.527377
   14.581826     0.533795
   13.707633     0.588925
   13.699304     0.626920
   14.133694     0.705594
   14.352623     0.497690
   12.062079     0.613858
   14.399473     0.656539
   14.883238     0.523491
   14.238596     0.513155
   14.486050     0.527377
   14.463431     0.537842
   13.830043     0.575414
   13.699304     0.626920
   14.133694     0.705594
   14.302451     0.486527
   11.780552     0.619980
   14.399473     0.656539
   14.883238     0.523491
   14.238596     0.513155
   14.478394     0.531182
   14.397511     0.571378
   13.980816     0.596894
   13.699304     0.626920
   14.061020     0.742567
   14.302451     0.486527
   11.988967     0.620734
   14.399473     0.656539
   14.791715     0.517666
   14.278543     0.494056
   14.478394     0.531182
   14.397511     0.571378
   14.044484     0.605964
   13.712090     0.625349
   14.061020     0.742567
   14.563854     0.471363
   12.671764     0.615828
   14.326252     0.675150
   14.791715     0.517666
   14.301168     0.579936
   14.478394     0.531182
   14.420440     0.559983
   14.044484     0.605964
   13.518789     0.660295
   14.061020     0.742567
   14.563854     0.471363
   11.951136     0.621006
   14.326252     0.675150
   14.791715     0.517666
   14.301168     0.579936
   14.287157     0.556913
   14.420440     0.559983
   14.045260     0.605869
   13.667192     0.643785
   14.086169     0.721920
   14.516377     0.483668
   11.951136     0.621006
   14.356817     0.667381
   14.791715     0.517666
   14.326791     0.575649
   14.290370     0.558431
   14.442653     0.522487
   14.045260     0.605869
   13.667192     0.643785
   13.873357     0.839776
   14.516377     0.483668
   11.084356     0.627271
   14.356817     0.667381
   14.791715     0.517666
   14.326637     0.575739
   14.290370     0.558431
   14.391185     0.533286
   14.045260     0.605869
   13.667192     0.643785
   13.907553     0.820839
   14.516377     0.483668
   12.185361     0.595979
   14.314576     0.659041
   14.791715     0.517666
   14.347339     0.591746
   14.297728     0.553387
   14.391185     0.533286
   14.105489     0.599420
   13.667192     0.643785
   13.996783     0.721023
   14.446669     0.496811
   12.857447     0.609751
   14.361065     0.640561
   14.664921     0.522611
   14.347339     0.591746
   14.279331     0.539162
   14.376608     0.585202
   14.105489     0.599420
   13.887864     0.602176
   13.996783     0.721023
   14.446669     0.496811
   11.667788     0.668811
   14.336885     0.726679
   14.499484     0.539550
   14.293179     0.643510
   14.268819     0.459953
   14.397814     0.577619
   14.162165     0.595193
   13.887864     0.602176
   13.996783     0.721023
   14.446669     0.496811
   11.653968     0.669399
   14.187680     0.724197
   14.420230     0.551594
   14.165575     0.741235
   14.268819     0.459953
   14.301438     0.582260
   14.162165     0.595193
   13.887864     0.602176
   13.996783     0.721023
   14.615501     0.412670
   11.653968     0.669399
   14.187680     0.724197
   14.433858     0.535772
   14.169159     0.894711
   14.268819     0.459953
   14.301438     0.582260
   14.161313     0.558694
   13.887864     0.602176
   13.996783     0.721023
   14.615501     0.412670
   11.653968     0.669399
   14.208237     0.853231
   14.433858     0.535772
   14.169159     0.894711
   14.269824     0.472201
   14.363477     0.674013
   14.156871     0.368450
   14.082881     0.578458
   13.855487     0.729263
   14.272275     0.502060
   11.653968     0.669399
   14.230704     0.707381
   14.433858     0.535772
   14.172239     0.906002
   14.269824     0.472201
   14.363477     0.674013
   14.156871     0.368450
   14.103059     0.652418
   13.963296     0.695799
   14.261118     0.469102
   11.653968     0.669399
   14.339634     0.701028
   14.380833     0.515222
   14.166083     0.690675
   14.255270     0.424494
   14.363477     0.674013
   14.156871     0.368450
   14.103059     0.652418
   13.894313     0.759900
   14.261118     0.469102
   12.510424     0.679190
   14.395427     0.802556
   14.380833     0.515222
   14.166083     0.690675
   14.285867     0.378678
   14.450261     0.666688
   14.119789     0.423735
   13.994835     0.814474
   13.935226     0.782112
   14.321691     0.532378
   12.510424     0.679190
   14.372352     0.859731
   14.369874     0.299451
   14.166083     0.690675
   14.238081     0.450233
   14.471522     0.464483
   14.119789     0.423735
   13.994835     0.814474
   14.017616     0.622131
   14.324961     0.529051
   12.117059     0.759524
   14.425393     0.903202
   14.369874     0.299451
   14.183357     0.632987
   14.238081     0.450233
   14.471522     0.464483
   14.119789     0.423735
   13.994835     0.814474
   13.955955     0.741862
   14.213514     0.625407
   11.258091     0.706059
   14.425393     0.903202
   14.369874     0.299451
   14.204882     0.622681
   14.238081     0.450233
   14.471522     0.464483
   14.119789     0.423735
   13.994835     0.814474
   13.955955     0.741862
   14.213514     0.625407
   11.258091     0.706059
   14.443867     0.907009
   14.369874     0.299451
   14.206131     0.623076
   14.265826     0.511819
   14.471522     0.464483
   14.119789     0.423735
   13.994835     0.814474
   13.977222     0.732245
   14.213514     0.625407
   11.258091     0.706059
   14.451508     0.923970
   14.342433     0.254900
   14.165978     0.573839
   14.284478     0.553220
   14.471522     0.464483
   14.119789     0.423735
   14.019371     0.737749
   13.977222     0.732245
   14.195293     0.605639
   11.258091     0.706059
   14.399919     0.901739
   14.342433     0.254900
   14.201128     0.534541
   14.364642     0.571185
   14.565127     0.407911
   14.184731     0.283202
   13.972208     0.867393
   13.959399     0.770815
   14.346972     0.600454
   12.837281     0.563686
   14.399919     0.901739
   14.342433     0.254900
   14.180138     0.529837
   14.478556     0.512943
   14.565127     0.407911
   14.184731     0.283202
   13.904083     0.915918
   13.960338     0.777899
   14.346972     0.600454
   12.837281     0.563686
   14.399919     0.901739
   14.342433     0.254900
   14.302171     0.526761
   14.442192     0.515791
   14.565127     0.407911
   14.184731     0.283202
   14.222279     0.671387
   13.960338     0.777899
   14.190298     0.596638
   12.837281     0.563686
   14.399919     0.901739
   14.342433     0.254900
   14.346493     0.523289
   14.442174     0.515808
   14.565127     0.407911
   14.186402     0.278932
   14.222279     0.671387
   14.026733     0.687021
   14.190298     0.596638
   12.829361     0.563493
   14.399919     0.901739
   14.342433     0.254900
   14.346165     0.501602
   14.492978     0.523325
   14.565127     0.407911
   14.186402     0.278932
   14.073673     0.478684
   13.994920     0.703513
   14.302020     0.534903
   13.031893     0.557505
   14.399919     0.901739
   14.423397     0.310529
   14.352397     0.498019
   14.415844     0.528002
   14.565127     0.407911
   14.193545     0.294746
   14.128867     0.492273
   14.029499     0.648981
   14.323268     0.519346
   13.266695     0.504394
   14.399919     0.901739
   14.423397     0.310529
   14.326807     0.509983
   14.451332     0.565239
   14.565127     0.407911
   14.193545     0.294746
   14.128867     0.492273
   14.029499     0.648981
   14.323268     0.519346
   13.684616     0.650931
   14.399919     0.901739
   14.423397     0.310529
   14.354148     0.453525
   14.430279     0.703031
   14.565127     0.407911
   14.193545     0.294746
   14.071918     0.666196
   14.096811     0.618686
   14.372286     0.604214
   13.684616     0.650931
   14.403733     0.876774
   14.423397     0.310529
   14.340422     0.336359
   14.430574     0.701103
   14.565127     0.407911
   14.193545     0.294746
   14.170823     0.614401
   14.254945     0.657734
   14.396650     0.464221
   13.684616     0.650931
   14.403733     0.876774
   14.423397     0.310529
   14.340422     0.336359
   14.506758     0.580752
   14.669257     0.324044
   14.178014     0.293790
   14.135736     0.596327
   14.459733     0.492796
   14.382526     0.545375
   13.684616     0.650931
   14.458070     0.763664
   14.423397     0.310529
   14.340422     0.336359
   14.506758     0.580752
   14.669257     0.324044
   14.246900     0.409367
   14.135736     0.596327
   14.535383     0.468623
   14.341844     0.533790
   13.684616     0.650931
   14.458070     0.763664
   14.439199     0.305610
   14.442804     0.287249
   14.506758     0.580752
   14.669257     0.324044
   14.113791     0.492341
   14.135736     0.596327
   14.560870     0.368790
   14.382514     0.614229
   13.820962     0.634427
   14.404622     0.735916
   14.371953     0.300222
   14.442804     0.287249
   14.506758     0.580752
   14.669257     0.324044
   14.138818     0.497972
   14.242117     0.462974
   14.560870     0.368790
   14.388626     0.647871
   13.927997     0.590853
   14.399368     0.797647
   14.371953     0.300222
   14.442804     0.287249
   14.569554     0.545073
   14.669257     0.324044
   14.145065     0.495220
   14.278241     0.539856
   14.560870     0.368790
   14.388021     0.639437
   13.779898     0.656101
   14.399368     0.797647
   14.237539     0.251436
   14.466261     0.270864
   14.549960     0.493058
   14.669257     0.324044
   14.145065     0.495220
   14.428918     0.504709
   14.560870     0.368790
   14.377410     0.491484
   13.779898     0.656101
   14.399368     0.797647
   14.237539     0.251436
