# log(M200)  pcc  
   14.648047     0.996314
   15.759645     0.496614
   15.105319     0.651417
   14.760831     0.675449
   12.974987     0.878239
   13.081118     0.473644
   14.715027     0.485172
   14.713071     0.624992
   15.668140     0.423969
   13.202330     0.679085
   14.679223     0.758403
   14.766885     0.567450
   15.105319     0.651417
   14.743833     0.723807
   12.974987     0.878239
   13.081118     0.473644
   14.715027     0.485172
   14.533404     0.608330
   15.385944     0.582301
   13.202330     0.679085
   14.679223     0.758403
   14.766885     0.567450
   14.937063     0.693664
   14.743833     0.723807
   12.974987     0.878239
   13.081118     0.473644
   14.715027     0.485172
   14.533404     0.608330
   14.724589     0.551123
   13.202330     0.679085
   14.679223     0.758403
   14.783102     0.457452
   14.937063     0.693664
   14.726026     0.733342
   13.027078     0.866472
   13.081118     0.473644
   14.749176     0.224566
   14.530459     0.605298
   14.724589     0.551123
   13.202330     0.679085
   14.674349     0.780670
   14.745337     0.569692
   14.937063     0.693664
   14.726026     0.733342
   13.027078     0.866472
   13.062062     0.612170
   14.749176     0.224566
   14.498356     0.624085
   14.724589     0.551123
   13.202330     0.679085
   14.674349     0.780670
   14.745337     0.569692
   14.937063     0.693664
   14.726026     0.733342
   12.935143     0.964772
   13.062062     0.612170
   14.749176     0.224566
   14.081712     0.558006
   14.724589     0.551123
   12.384303     0.737080
   14.654752     0.838914
   14.745337     0.569692
   14.937063     0.693664
   14.726026     0.733342
   12.707329     0.981446
   13.062062     0.612170
   14.749176     0.224566
   14.077082     0.557924
   14.723709     0.439597
   12.384303     0.737080
   14.600041     0.828982
   14.686938     0.596926
   14.304411     0.775317
   14.726026     0.733342
   12.707329     0.981446
   13.062062     0.612170
   14.749176     0.224566
   13.465299     0.861367
   14.723709     0.439597
   12.384303     0.737080
   14.600041     0.828982
   14.680406     0.574129
   14.304411     0.775317
   14.707795     0.669714
   12.707329     0.981446
   13.062062     0.612170
   14.749176     0.224566
   13.465299     0.861367
   14.596556     0.482214
   12.384303     0.737080
   14.277198     0.838196
   14.585158     0.560005
   14.121252     0.751265
   14.261881     0.682642
   12.957336     0.941839
   13.062062     0.612170
   14.749176     0.224566
   13.465299     0.861367
   14.403894     0.533125
   12.384303     0.737080
   14.277198     0.838196
   14.585158     0.560005
   14.121252     0.751265
   14.013129     0.777009
   12.957336     0.941839
   13.062062     0.612170
   14.749176     0.224566
   13.440432     0.858508
   14.403894     0.533125
   12.574712     0.758972
   14.277198     0.838196
   14.585158     0.560005
   14.121252     0.751265
   13.952177     0.785683
   12.957336     0.941839
   13.062062     0.612170
